id_node	sensor	timestamp	valor_v
AQM60	PM10	2017-03-08 02:20:11	31486
AQM60	PM10	2017-03-08 02:22:11	29333
AQM60	PM10	2017-03-08 02:24:11	29888
AQM60	PM10	2017-03-08 02:26:11	30608
AQM60	PM10	2017-03-08 02:28:11	29992
AQM60	PM10	2017-03-08 02:30:11	28,24
AQM60	PM10	2017-03-08 02:32:11	26541
AQM60	PM10	2017-03-08 02:34:11	24977
AQM60	PM10	2017-03-08 02:36:11	24977
AQM60	PM10	2017-03-08 02:38:11	23911
AQM60	PM10	2017-03-08 02:40:11	22668
AQM60	PM10	2017-03-08 02:42:11	21359
AQM60	PM10	2017-03-08 02:44:11	23564
AQM60	PM10	2017-03-08 02:46:11	22903
AQM60	PM10	2017-03-08 02:48:11	21798
AQM60	PM10	2017-03-08 02:50:11	20714
AQM60	PM10	2017-03-08 02:52:11	20714
AQM60	PM10	2017-03-08 02:54:11	20997
AQM60	PM10	2017-03-08 02:56:11	19073
AQM60	PM10	2017-03-08 02:58:11	21479
AQM60	PM10	2017-03-08 03:00:11	20633
AQM60	PM10	2017-03-08 03:04:14	20389
AQM60	PM10	2017-03-08 03:06:14	21118
AQM60	PM10	2017-03-08 03:08:14	21037
AQM60	PM10	2017-03-08 03:10:14	20795
AQM60	PM10	2017-03-08 03:12:14	19775
AQM60	PM10	2017-03-08 03:14:14	20185
AQM60	PM10	2017-03-08 03:16:14	20997
AQM60	PM10	2017-03-08 03:18:14	20185
AQM60	PM10	2017-03-08 03:20:14	21118
AQM60	PM10	2017-03-08 03:22:14	21118
AQM60	PM10	2017-03-08 03:24:14	20511
AQM60	PM10	2017-03-08 03:26:14	21559
AQM60	PM10	2017-03-08 03:28:14	21279
AQM60	PM10	2017-03-08 03:30:14	21599
AQM60	PM10	2017-03-08 03:32:14	23486
AQM60	PM10	2017-03-08 03:34:14	23,37
AQM60	PM10	2017-03-08 03:36:14	22981
AQM60	PM10	2017-03-08 03:38:14	23911
AQM60	PM10	2017-03-08 03:40:14	21319
AQM60	PM10	2017-03-08 03:42:14	21918
AQM60	PM10	2017-03-08 03:44:14	23254
AQM60	PM10	2017-03-08 03:46:14	21798
AQM60	PM10	2017-03-08 03:48:14	22195
AQM60	PM10	2017-03-08 03:50:14	21319
AQM60	PM10	2017-03-08 03:52:14	23137
AQM60	PM10	2017-03-08 03:54:14	22076
AQM60	PM10	2017-03-08 03:56:14	24484
AQM60	PM10	2017-03-08 03:58:14	23,37
AQM60	PM10	2017-03-08 04:00:14	23176
AQM60	PM10	2017-03-08 04:04:16	23176
AQM60	PM10	2017-03-08 04:06:16	21878
AQM60	PM10	2017-03-08 04:08:16	23757
AQM60	PM10	2017-03-08 04:10:16	22864
AQM60	PM10	2017-03-08 04:12:16	22353
AQM60	PM10	2017-03-08 04:14:16	21198
AQM60	PM10	2017-03-08 04:16:16	20226
AQM60	PM10	2017-03-08 04:18:16	20795
AQM60	PM10	2017-03-08 04:20:16	20876
AQM60	PM10	2017-03-08 04:22:16	20063
AQM60	PM10	2017-03-08 04:24:16	21279
AQM60	PM10	2017-03-08 04:26:16	19611
AQM60	PM10	2017-03-08 04:28:16	20916
AQM60	PM10	2017-03-08 04:30:16	21198
AQM60	PM10	2017-03-08 04:32:16	19899
AQM60	PM10	2017-03-08 04:34:16	21479
AQM60	PM10	2017-03-08 04:36:16	21679
AQM60	PM10	2017-03-08 04:38:16	20714
AQM60	PM10	2017-03-08 04:40:16	21639
AQM60	PM10	2017-03-08 04:42:16	22942
AQM60	PM10	2017-03-08 04:44:16	21479
AQM60	PM10	2017-03-08 04:46:16	21399
AQM60	PM10	2017-03-08 04:48:16	23834
AQM60	PM10	2017-03-08 04:50:16	23486
AQM60	PM10	2017-03-08 04:52:16	23293
AQM60	PM10	2017-03-08 04:54:16	23137
AQM60	PM10	2017-03-08 04:56:16	22746
AQM60	PM10	2017-03-08 04:58:16	22076
AQM60	PM10	2017-03-08 05:00:16	23949
AQM60	PM10	2017-03-08 05:04:18	22511
AQM60	PM10	2017-03-08 05:06:18	21759
AQM60	PM10	2017-03-08 05:08:18	22274
AQM60	PM10	2017-03-08 05:10:18	20267
AQM60	PM10	2017-03-08 05:12:18	20836
AQM60	PM10	2017-03-08 05:14:18	20511
AQM60	PM10	2017-03-08 05:16:18	19817
AQM60	PM10	2017-03-08 05:18:18	21078
AQM60	PM10	2017-03-08 05:20:18	19363
AQM60	PM10	2017-03-08 05:22:18	21118
AQM60	PM10	2017-03-08 05:24:18	22116
AQM60	PM10	2017-03-08 05:26:18	20633
AQM60	PM10	2017-03-08 05:28:18	20674
AQM60	PM10	2017-03-08 05:30:18	20674
AQM60	PM10	2017-03-08 05:32:18	20795
AQM60	PM10	2017-03-08 05:34:18	20795
AQM60	PM10	2017-03-08 05:36:18	20104
AQM60	PM10	2017-03-08 05:38:18	21118
AQM60	PM10	2017-03-08 05:40:18	24332
AQM60	PM10	2017-03-08 05:42:18	23176
AQM60	PM10	2017-03-08 05:44:18	25615
AQM60	PM10	2017-03-08 05:46:18	26283
AQM60	PM10	2017-03-08 05:48:18	24446
AQM60	PM10	2017-03-08 05:50:18	23872
AQM60	PM10	2017-03-08 05:52:18	23834
AQM60	PM10	2017-03-08 05:54:18	24484
AQM60	PM10	2017-03-08 05:56:18	27811
AQM60	PM10	2017-03-08 05:58:18	25727
AQM60	PM10	2017-03-08 06:00:18	27487
AQM60	PM10	2017-03-08 06:04:22	26687
AQM60	PM10	2017-03-08 06:06:22	27052
AQM60	PM10	2017-03-08 06:08:22	28842
AQM60	PM10	2017-03-08 06:10:22	28948
AQM60	PM10	2017-03-08 06:12:22	28948
AQM60	PM10	2017-03-08 06:14:22	30506
AQM60	PM10	2017-03-08 06:16:22	28877
AQM60	PM10	2017-03-08 06:18:22	29715
AQM60	PM10	2017-03-08 06:20:22	31,62
AQM60	PM10	2017-03-08 06:22:22	29507
AQM60	PM10	2017-03-08 06:24:22	29715
AQM60	PM10	2017-03-08 06:26:22	27,99
AQM60	PM10	2017-03-08 06:28:22	28347
AQM60	PM10	2017-03-08 06:30:22	26246
AQM60	PM10	2017-03-08 06:32:22	27631
AQM60	PM10	2017-03-08 06:34:22	26541
AQM60	PM10	2017-03-08 06:36:22	28276
AQM60	PM10	2017-03-08 06:38:22	27811
AQM60	PM10	2017-03-08 06:40:22	27883
AQM60	PM10	2017-03-08 06:42:22	26283
AQM60	PM10	2017-03-08 06:44:22	26834
AQM60	PM10	2017-03-08 06:46:22	27016
AQM60	PM10	2017-03-08 06:48:22	26467
AQM60	PM10	2017-03-08 06:50:22	23641
AQM60	PM10	2017-03-08 06:52:22	25128
AQM60	PM10	2017-03-08 06:54:22	25316
AQM60	PM10	2017-03-08 06:56:22	24026
AQM60	PM10	2017-03-08 06:58:22	25466
AQM60	PM10	2017-03-08 07:00:22	26907
AQM60	PM10	2017-03-08 07:04:22	25052
AQM60	PM10	2017-03-08 07:06:22	23987
AQM60	PM10	2017-03-08 07:08:22	23448
AQM60	PM10	2017-03-08 07:10:22	23757
AQM60	PM10	2017-03-08 07:12:22	30676
AQM60	PM10	2017-03-08 07:14:22	37,08
AQM60	PM10	2017-03-08 07:16:22	32052
AQM60	PM10	2017-03-08 07:18:22	27343
AQM60	PM10	2017-03-08 07:20:22	25727
AQM60	PM10	2017-03-08 07:22:22	23949
AQM60	PM10	2017-03-08 07:24:22	25727
AQM60	PM10	2017-03-08 07:26:22	25876
AQM60	PM10	2017-03-08 07:28:22	27379
AQM60	PM10	2017-03-08 07:30:22	28453
AQM60	PM10	2017-03-08 07:32:22	25913
AQM60	PM10	2017-03-08 07:34:22	25801
AQM60	PM10	2017-03-08 07:36:22	28062
AQM60	PM10	2017-03-08 07:38:22	28,24
AQM60	PM10	2017-03-08 07:40:22	27523
AQM60	PM10	2017-03-08 07:42:22	25987
AQM60	PM10	2017-03-08 07:44:22	26907
AQM60	PM10	2017-03-08 07:46:22	25987
AQM60	PM10	2017-03-08 07:48:22	27,99
AQM60	PM10	2017-03-08 07:50:22	27595
AQM60	PM10	2017-03-08 07:52:22	36901
AQM60	PM10	2017-03-08 07:54:22	35504
AQM60	PM10	2017-03-08 07:56:22	27161
AQM60	PM10	2017-03-08 07:58:22	24788
AQM60	PM10	2017-03-08 08:00:22	30164
AQM60	PM10	2017-03-08 08:04:26	27775
AQM60	PM10	2017-03-08 08:06:26	29368
AQM60	PM10	2017-03-08 08:08:26	27016
AQM60	PM10	2017-03-08 08:10:26	28347
AQM60	PM10	2017-03-08 08:12:26	27811
AQM60	PM10	2017-03-08 08:14:26	30676
AQM60	PM10	2017-03-08 08:16:26	34
AQM60	PM10	2017-03-08 08:18:26	29298
AQM60	PM10	2017-03-08 08:20:26	35349
AQM60	PM10	2017-03-08 08:22:26	33681
AQM60	PM10	2017-03-08 08:24:26	28489
AQM60	PM10	2017-03-08 08:26:26	29368
AQM60	PM10	2017-03-08 08:28:26	27954
AQM60	PM10	2017-03-08 08:30:26	26907
AQM60	PM10	2017-03-08 08:32:26	26979
AQM60	PM10	2017-03-08 08:34:26	28169
AQM60	PM10	2017-03-08 08:36:26	28133
AQM60	PM10	2017-03-08 08:38:26	27,27
AQM60	PM10	2017-03-08 08:40:26	26943
AQM60	PM10	2017-03-08 08:42:26	29018
AQM60	PM10	2017-03-08 08:44:26	27703
AQM60	PM10	2017-03-08 08:46:26	26061
AQM60	PM10	2017-03-08 08:48:26	25428
AQM60	PM10	2017-03-08 08:50:26	26,32
AQM60	PM10	2017-03-08 08:52:26	29193
AQM60	PM10	2017-03-08 08:57:25	28204
AQM60	PM10	2017-03-08 08:59:25	26,87
AQM60	PM10	2017-03-08 09:01:25	24864
AQM60	PM10	2017-03-08 09:04:29	25,69
AQM60	PM10	2017-03-08 09:06:29	24294
AQM60	PM10	2017-03-08 09:08:29	24864
AQM60	PM10	2017-03-08 09:10:29	26172
AQM60	PM10	2017-03-08 09:12:29	27052
AQM60	PM10	2017-03-08 09:14:29	29611
AQM60	PM10	2017-03-08 09:16:29	24826
AQM60	PM10	2017-03-08 09:18:29	22668
AQM60	PM10	2017-03-08 09:20:29	22235
AQM60	PM10	2017-03-08 09:22:29	21838
AQM60	PM10	2017-03-08 09:24:29	22668
AQM60	PM10	2017-03-08 09:26:29	25652
AQM60	PM10	2017-03-08 09:28:29	24064
AQM60	PM10	2017-03-08 09:30:29	24939
AQM60	PM10	2017-03-08 09:32:29	28062
AQM60	PM10	2017-03-08 09:34:29	28912
AQM60	PM10	2017-03-08 09:36:29	27234
AQM60	PM10	2017-03-08 09:38:29	24,37
AQM60	PM10	2017-03-08 09:40:29	25,95
AQM60	PM10	2017-03-08 09:42:29	23602
AQM60	PM10	2017-03-08 09:44:29	27487
AQM60	PM10	2017-03-08 09:46:29	22,55
AQM60	PM10	2017-03-08 09:48:29	23409
AQM60	PM10	2017-03-08 09:50:29	22629
AQM60	PM10	2017-03-08 09:52:29	21639
AQM60	PM10	2017-03-08 09:54:29	22511
AQM60	PM10	2017-03-08 09:56:29	21559
AQM60	PM10	2017-03-08 09:58:29	20063
AQM60	PM10	2017-03-08 10:00:29	20755
AQM60	PM10	2017-03-08 10:04:30	21279
AQM60	PM10	2017-03-08 10:06:30	23331
AQM60	PM10	2017-03-08 10:08:30	19,94
AQM60	PM10	2017-03-08 10:10:30	17983
AQM60	PM10	2017-03-08 10:12:30	17983
AQM60	PM10	2017-03-08 10:14:30	20633
AQM60	PM10	2017-03-08 10:16:30	17174
AQM60	PM10	2017-03-08 10:18:30	17345
AQM60	PM10	2017-03-08 10:20:30	19322
AQM60	PM10	2017-03-08 10:22:30	20,43
AQM60	PM10	2017-03-08 10:24:30	18,53
AQM60	PM10	2017-03-08 10:26:30	23,02
AQM60	PM10	2017-03-08 10:28:30	21479
AQM60	PM10	2017-03-08 10:30:30	23486
AQM60	PM10	2017-03-08 10:32:30	23,68
AQM60	PM10	2017-03-08 10:34:30	25391
AQM60	PM10	2017-03-08 10:36:30	24522
AQM60	PM10	2017-03-08 10:38:30	25503
AQM60	PM10	2017-03-08 10:40:30	26,32
AQM60	PM10	2017-03-08 10:42:30	29298
AQM60	PM10	2017-03-08 10:44:30	25391
AQM60	PM10	2017-03-08 10:46:30	19197
AQM60	PM10	2017-03-08 10:48:30	17983
AQM60	PM10	2017-03-08 10:50:30	16616
AQM60	PM10	2017-03-08 10:52:30	19446
AQM60	PM10	2017-03-08 10:54:30	20714
AQM60	PM10	2017-03-08 10:56:30	19114
AQM60	PM10	2017-03-08 10:58:30	22235
AQM60	PM10	2017-03-08 11:00:30	18989
AQM60	PM10	2017-03-08 11:04:33	23409
AQM60	PM10	2017-03-08 11:06:33	23834
AQM60	PM10	2017-03-08 11:08:33	23486
AQM60	PM10	2017-03-08 11:10:33	23795
AQM60	PM10	2017-03-08 11:12:33	23,02
AQM60	PM10	2017-03-08 11:14:33	20144
AQM60	PM10	2017-03-08 11:16:33	19528
AQM60	PM10	2017-03-08 11:18:33	19734
AQM60	PM10	2017-03-08 11:20:33	22825
AQM60	PM10	2017-03-08 11:22:33	29158
AQM60	PM10	2017-03-08 11:24:33	33036
AQM60	PM10	2017-03-08 11:26:33	24217
AQM60	PM10	2017-03-08 11:28:33	27559
AQM60	PM10	2017-03-08 11:30:33	26541
AQM60	PM10	2017-03-08 11:32:33	23,37
AQM60	PM10	2017-03-08 11:34:33	22786
AQM60	PM10	2017-03-08 11:36:33	17643
AQM60	PM10	2017-03-08 11:38:33	16486
AQM60	PM10	2017-03-08 11:40:33	18278
AQM60	PM10	2017-03-08 11:42:33	20755
AQM60	PM10	2017-03-08 11:44:33	23176
AQM60	PM10	2017-03-08 11:46:33	29018
AQM60	PM10	2017-03-08 11:48:33	21519
AQM60	PM10	2017-03-08 11:54:33	13,48
AQM60	PM10	2017-03-08 11:56:33	15,22
AQM60	PM10	2017-03-08 11:58:33	13,57
AQM60	PM10	2017-03-08 12:00:33	12799
AQM60	PM10	2017-03-08 12:04:34	16745
AQM60	PM10	2017-03-08 12:06:34	16529
AQM60	PM10	2017-03-08 12:08:34	16096
AQM60	PM10	2017-03-08 12:10:34	14378
AQM60	PM10	2017-03-08 12:12:34	13026
AQM60	PM10	2017-03-08 12:14:34	13026
AQM60	PM10	2017-03-08 12:16:34	12,89
AQM60	PM10	2017-03-08 12:18:34	12019
AQM60	PM10	2017-03-08 12:20:34	12799
AQM60	PM10	2017-03-08 12:22:34	15,22
AQM60	PM10	2017-03-08 12:24:34	14556
AQM60	PM10	2017-03-08 12:26:34	13435
AQM60	PM10	2017-03-08 12:28:34	14689
AQM60	PM10	2017-03-08 12:30:34	12019
AQM60	PM10	2017-03-08 12:32:34	13705
AQM60	PM10	2017-03-08 12:34:34	14244
AQM60	PM10	2017-03-08 12:36:34	19528
AQM60	PM10	2017-03-08 12:38:34	17,26
AQM60	PM10	2017-03-08 12:40:34	15043
AQM60	PM10	2017-03-08 12:42:34	16399
AQM60	PM10	2017-03-08 12:44:34	10481
AQM60	PM10	2017-03-08 12:46:34	12019
AQM60	PM10	2017-03-08 12:48:34	14867
AQM60	PM10	2017-03-08 12:50:34	18025
AQM60	PM10	2017-03-08 12:52:34	14689
AQM60	PM10	2017-03-08 12:54:34	11277
AQM60	PM10	2017-03-08 12:56:34	12249
AQM60	PM10	2017-03-08 12:58:34	15308
AQM60	PM10	2017-03-08 13:00:34	15,44
AQM60	PM10	2017-03-08 13:04:37	11834
AQM60	PM10	2017-03-08 13:06:37	10,95
AQM60	PM10	2017-03-08 13:08:37	10856
AQM60	PM10	2017-03-08 13:10:37	10481
AQM60	PM10	2017-03-08 13:12:37	14778
AQM60	PM10	2017-03-08 13:14:37	16745
AQM60	PM10	2017-03-08 13:16:37	16616
AQM60	PM10	2017-03-08 13:18:37	16226
AQM60	PM10	2017-03-08 13:20:37	13975
AQM60	PM10	2017-03-08 13:22:37	17174
AQM60	PM10	2017-03-08 13:24:37	14911
AQM60	PM10	2017-03-08 13:26:37	13795
AQM60	PM10	2017-03-08 13:28:37	18067
AQM60	PM10	2017-03-08 13:30:37	19239
AQM60	PM10	2017-03-08 13:32:37	19031
AQM60	PM10	2017-03-08 13:34:37	16399
AQM60	PM10	2017-03-08 13:36:37	20876
AQM60	PM10	2017-03-08 13:38:37	31587
AQM60	PM10	2017-03-08 13:40:37	21878
AQM60	PM10	2017-03-08 13:42:37	26541
AQM60	PM10	2017-03-08 13:44:37	28877
AQM60	PM10	2017-03-08 13:46:37	32579
AQM60	PM10	2017-03-08 13:48:37	18948
AQM60	PM10	2017-03-08 13:50:37	19,57
AQM60	PM10	2017-03-08 13:52:37	20674
AQM60	PM10	2017-03-08 13:54:37	14244
AQM60	PM10	2017-03-08 13:56:37	22864
AQM60	PM10	2017-03-08 13:58:37	22707
AQM60	PM10	2017-03-08 14:00:37	23718
AQM60	PM10	2017-03-08 14:04:40	15659
AQM60	PM10	2017-03-08 14:06:40	19239
AQM60	PM10	2017-03-08 14:08:40	16226
AQM60	PM10	2017-03-08 14:10:40	18,53
AQM60	PM10	2017-03-08 14:12:40	20349
AQM60	PM10	2017-03-08 14:14:40	18614
AQM60	PM10	2017-03-08 14:16:40	18,32
AQM60	PM10	2017-03-08 14:18:40	21479
AQM60	PM10	2017-03-08 14:20:40	25503
AQM60	PM10	2017-03-08 14:22:40	21279
AQM60	PM10	2017-03-08 14:24:40	23602
AQM60	PM10	2017-03-08 14:26:40	28097
AQM60	PM10	2017-03-08 14:28:40	26577
AQM60	PM10	2017-03-08 14:30:40	19239
AQM60	PM10	2017-03-08 14:32:40	20795
AQM60	PM10	2017-03-08 14:34:40	27739
AQM60	PM10	2017-03-08 14:36:40	25316
AQM60	PM10	2017-03-08 14:38:40	20471
AQM60	PM10	2017-03-08 14:40:40	23137
AQM60	PM10	2017-03-08 14:42:40	25241
AQM60	PM10	2017-03-08 14:44:40	23448
AQM60	PM10	2017-03-08 14:46:40	30198
AQM60	PM10	2017-03-08 14:48:40	29542
AQM60	PM10	2017-03-08 14:50:40	24179
AQM60	PM10	2017-03-08 14:52:40	24,75
AQM60	PM10	2017-03-08 14:54:40	28983
AQM60	PM10	2017-03-08 14:56:40	26135
AQM60	PM10	2017-03-08 14:58:40	27487
AQM60	PM10	2017-03-08 15:00:40	24294
AQM60	PM10	2017-03-08 15:04:42	22195
AQM60	PM10	2017-03-08 15:06:42	24864
AQM60	PM10	2017-03-08 15:08:42	20389
AQM60	PM10	2017-03-08 15:10:42	24103
AQM60	PM10	2017-03-08 15:12:42	16874
AQM60	PM10	2017-03-08 15:14:42	23137
AQM60	PM10	2017-03-08 15:16:42	26943
AQM60	PM10	2017-03-08 15:18:42	23834
AQM60	PM10	2017-03-08 15:20:42	28311
AQM60	PM10	2017-03-08 15:22:42	28133
AQM60	PM10	2017-03-08 15:24:42	23795
AQM60	PM10	2017-03-08 15:26:42	24294
AQM60	PM10	2017-03-08 15:28:42	21359
AQM60	PM10	2017-03-08 15:30:42	22393
AQM60	PM10	2017-03-08 15:32:42	23331
AQM60	PM10	2017-03-08 15:34:42	25,95
AQM60	PM10	2017-03-08 15:36:42	27667
AQM60	PM10	2017-03-08 15:38:42	26,76
AQM60	PM10	2017-03-08 15:40:42	26061
AQM60	PM10	2017-03-08 15:42:42	27415
AQM60	PM10	2017-03-08 15:44:42	25578
AQM60	PM10	2017-03-08 15:46:42	24826
AQM60	PM10	2017-03-08 15:48:42	25578
AQM60	PM10	2017-03-08 15:50:42	23,02
AQM60	PM10	2017-03-08 15:52:42	23137
AQM60	PM10	2017-03-08 15:54:42	32938
AQM60	PM10	2017-03-08 15:56:42	24939
AQM60	PM10	2017-03-08 15:58:42	23215
AQM60	PM10	2017-03-08 16:00:42	19363
AQM60	PM10	2017-03-08 16:04:44	18906
AQM60	PM10	2017-03-08 16:06:44	12111
AQM60	PM10	2017-03-08 16:08:44	14778
AQM60	PM10	2017-03-08 16:10:44	13795
AQM60	PM10	2017-03-08 16:12:44	15965
AQM60	PM10	2017-03-08 16:14:44	15132
AQM60	PM10	2017-03-08 16:16:44	19528
AQM60	PM10	2017-03-08 16:18:44	21957
AQM60	PM10	2017-03-08 16:20:44	23409
AQM60	PM10	2017-03-08 16:22:44	22432
AQM60	PM10	2017-03-08 16:24:44	14999
AQM60	PM10	2017-03-08 16:26:44	21158
AQM60	PM10	2017-03-08 16:28:44	17771
AQM60	PM10	2017-03-08 16:30:44	13117
AQM60	PM10	2017-03-08 16:32:44	17174
AQM60	PM10	2017-03-08 16:34:44	17345
AQM60	PM10	2017-03-08 16:36:44	21719
AQM60	PM10	2017-03-08 16:38:44	23409
AQM60	PM10	2017-03-08 16:40:44	17046
AQM60	PM10	2017-03-08 16:42:44	16,96
AQM60	PM10	2017-03-08 16:44:44	18194
AQM60	PM10	2017-03-08 16:46:44	16529
AQM60	PM10	2017-03-08 16:48:44	16182
AQM60	PM10	2017-03-08 16:50:44	21759
AQM60	PM10	2017-03-08 16:52:44	26979
AQM60	PM10	2017-03-08 16:54:44	21118
AQM60	PM10	2017-03-08 16:56:44	26246
AQM60	PM10	2017-03-08 16:58:44	26024
AQM60	PM10	2017-03-08 17:00:44	23757
AQM60	PM10	2017-03-08 17:04:47	27198
AQM60	PM10	2017-03-08 17:06:47	28595
AQM60	PM10	2017-03-08 17:08:47	29888
AQM60	PM10	2017-03-08 17:10:47	32382
AQM60	PM10	2017-03-08 17:12:47	37258
AQM60	PM10	2017-03-08 17:14:47	31184
AQM60	PM10	2017-03-08 17:16:47	27559
AQM60	PM10	2017-03-08 17:18:47	28133
AQM60	PM10	2017-03-08 17:20:47	24026
AQM60	PM10	2017-03-08 17:22:47	15352
AQM60	PM10	2017-03-08 17:24:47	16096
AQM60	PM10	2017-03-08 17:26:47	18278
AQM60	PM10	2017-03-08 17:28:47	20957
AQM60	PM10	2017-03-08 17:30:47	21918
AQM60	PM10	2017-03-08 17:32:47	27306
AQM60	PM10	2017-03-08 17:34:47	24712
AQM60	PM10	2017-03-08 17:36:47	22629
AQM60	PM10	2017-03-08 17:38:47	20267
AQM60	PM10	2017-03-08 17:40:47	20836
AQM60	PM10	2017-03-08 17:42:47	21359
AQM60	PM10	2017-03-08 17:44:47	23949
AQM60	PM10	2017-03-08 17:46:47	23949
AQM60	PM10	2017-03-08 17:48:47	26504
AQM60	PM10	2017-03-08 17:50:47	27198
AQM60	PM10	2017-03-08 17:52:47	22629
AQM60	PM10	2017-03-08 17:54:47	23,68
AQM60	PM10	2017-03-08 17:56:47	23949
AQM60	PM10	2017-03-08 17:58:47	22511
AQM60	PM10	2017-03-08 18:00:47	24712
AQM60	PM10	2017-03-08 18:04:49	20511
AQM60	PM10	2017-03-08 18:06:49	22511
AQM60	PM10	2017-03-08 18:08:49	21037
AQM60	PM10	2017-03-08 18:10:49	27631
AQM60	PM10	2017-03-08 18:12:49	28169
AQM60	PM10	2017-03-08 18:14:49	23293
AQM60	PM10	2017-03-08 18:16:49	25,69
AQM60	PM10	2017-03-08 18:18:49	20267
AQM60	PM10	2017-03-08 18:20:49	20755
AQM60	PM10	2017-03-08 18:22:49	19734
AQM60	PM10	2017-03-08 18:24:49	22629
AQM60	PM10	2017-03-08 18:26:49	21759
AQM60	PM10	2017-03-08 18:28:49	23872
AQM60	PM10	2017-03-08 18:30:49	27595
AQM60	PM10	2017-03-08 18:32:49	26024
AQM60	PM10	2017-03-08 18:34:49	30778
AQM60	PM10	2017-03-08 18:36:49	27052
AQM60	PM10	2017-03-08 18:38:49	36,99
AQM60	PM10	2017-03-08 18:40:49	33327
AQM60	PM10	2017-03-08 18:42:49	35504
AQM60	PM10	2017-03-08 18:44:49	33649
AQM60	PM10	2017-03-08 18:46:49	33424
AQM60	PM10	2017-03-08 18:48:49	25764
AQM60	PM10	2017-03-08 18:50:49	26614
AQM60	PM10	2017-03-08 18:52:49	30438
AQM60	PM10	2017-03-08 18:54:49	33904
AQM60	PM10	2017-03-08 18:56:49	38545
AQM60	PM10	2017-03-08 18:58:49	36299
AQM60	PM10	2017-03-08 19:00:49	41361
AQM60	PM10	2017-03-08 19:04:50	39004
AQM60	PM10	2017-03-08 19:06:50	31953
AQM60	PM10	2017-03-08 19:08:50	30846
AQM60	PM10	2017-03-08 19:10:50	30,54
AQM60	PM10	2017-03-08 19:12:50	33,52
AQM60	PM10	2017-03-08 19:14:50	29784
AQM60	PM10	2017-03-08 19:16:50	31,82
AQM60	PM10	2017-03-08 19:18:50	25503
AQM60	PM10	2017-03-08 19:20:50	28595
AQM60	PM10	2017-03-08 19:22:50	29542
AQM60	PM10	2017-03-08 19:24:50	25727
AQM60	PM10	2017-03-08 19:26:50	25503
AQM60	PM10	2017-03-08 19:28:50	25353
AQM60	PM10	2017-03-08 19:30:50	28418
AQM60	PM10	2017-03-08 19:32:50	35101
AQM60	PM10	2017-03-08 19:34:50	29123
AQM60	PM10	2017-03-08 19:36:50	35627
AQM60	PM10	2017-03-08 19:38:50	37,05
AQM60	PM10	2017-03-08 19:40:50	41684
AQM60	PM10	2017-03-08 19:42:50	44768
AQM60	PM10	2017-03-08 19:44:50	43076
AQM60	PM10	2017-03-08 19:46:50	44669
AQM60	PM10	2017-03-08 19:48:50	43538
AQM60	PM10	2017-03-08 19:50:50	45453
AQM60	PM10	2017-03-08 19:52:50	45934
AQM60	PM10	2017-03-08 19:54:50	48868
AQM60	PM10	2017-03-08 19:56:50	49735
AQM60	PM10	2017-03-08 19:58:50	49948
AQM60	PM10	2017-03-08 20:00:50	49692
AQM60	PM10	2017-03-08 20:04:53	43919
AQM60	PM10	2017-03-08 20:06:53	40791
AQM60	PM10	2017-03-08 20:08:53	40213
AQM60	PM10	2017-03-08 20:10:53	39963
AQM60	PM10	2017-03-08 20:12:53	39851
AQM60	PM10	2017-03-08 20:14:53	36086
AQM60	PM10	2017-03-08 20:16:53	37229
AQM60	PM10	2017-03-08 20:18:53	39061
AQM60	PM10	2017-03-08 20:20:53	38314
AQM60	PM10	2017-03-08 20:22:53	37731
AQM60	PM10	2017-03-08 20:24:53	38947
AQM60	PM10	2017-03-08 20:26:53	39851
AQM60	PM10	2017-03-08 20:28:53	42,53
AQM60	PM10	2017-03-08 20:30:53	44045
AQM60	PM10	2017-03-08 20:32:53	45453
AQM60	PM10	2017-03-08 20:34:53	47843
AQM60	PM10	2017-03-08 20:36:53	46971
AQM60	PM10	2017-03-08 20:38:53	47018
AQM60	PM10	2017-03-08 20:40:53	46315
AQM60	PM10	2017-03-08 20:42:53	44595
AQM60	PM10	2017-03-08 20:44:53	43564
AQM60	PM10	2017-03-08 20:46:53	46878
AQM60	PM10	2017-03-08 20:48:53	44371
AQM60	PM10	2017-03-08 20:50:53	46948
AQM60	PM10	2017-03-08 20:52:53	43564
AQM60	PM10	2017-03-08 20:54:53	40352
AQM60	PM10	2017-03-08 20:56:53	40352
AQM60	PM10	2017-03-08 20:58:53	35933
AQM60	PM10	2017-03-08 21:00:53	35565
AQM60	PM10	2017-03-08 21:04:56	35318
AQM60	PM10	2017-03-08 21:06:56	34317
AQM60	PM10	2017-03-08 21:08:56	33936
AQM60	PM10	2017-03-08 21:10:56	33681
AQM60	PM10	2017-03-08 21:12:56	32677
AQM60	PM10	2017-03-08 21:14:56	33295
AQM60	PM10	2017-03-08 21:16:56	30642
AQM60	PM10	2017-03-08 21:18:56	29228
AQM60	PM10	2017-03-08 21:20:56	28062
AQM60	PM10	2017-03-08 21:22:56	29018
AQM60	PM10	2017-03-08 21:24:56	31184
AQM60	PM10	2017-03-08 21:26:56	28983
AQM60	PM10	2017-03-08 21:28:56	30472
AQM60	PM10	2017-03-08 21:30:56	33552
AQM60	PM10	2017-03-08 21:32:56	32085
AQM60	PM10	2017-03-08 21:34:56	30232
AQM60	PM10	2017-03-08 21:36:56	28772
