"NUMERO,C,10","ANIO,C,4","SECC,C,2","SEGM,C,3","NHOG,N,6,0","ESTRED13,N,4,0","NOMDPTO,C,15","BARRIO,N,2,0","NOMBARRIO,C,25","CCZ,N,2,0","LOCAGR,C,3","NOM_LOCAGR,C,28","C1,N,4,0","C2,N,4,0","C3,N,4,0","C4,N,4,0","C5_1,N,4,0","C5_2,N,4,0","C5_3,N,4,0","C5_4,N,4,0","C5_5,N,4,0","C5_6,N,4,0","C5_7,N,4,0","C5_8,N,4,0","C5_9,N,4,0","C5_10,N,4,0","C5_11,N,4,0","C5_12,N,4,0","C6,N,4,0","D7,N,4,0","D8_1,N,4,0","D8_2,N,11,0","D8_3,N,11,0","D8_4,N,4,0","D9,N,4,0","D10,N,4,0","D11,N,4,0","D12,N,4,0","D13,N,4,0","D14,N,4,0","D15,N,4,0","D16,N,4,0","D18,N,4,0","D260,N,4,0","D19,N,4,0","D20,N,4,0","D21_1,N,4,0","D21_2,N,4,0","D21_3,N,4,0","D21_4,N,4,0","D21_4_1,N,5,0","D21_5,N,4,0","D21_5_1,N,5,0","D21_6,N,4,0","D21_7,N,4,0","D21_7_1,N,4,0","D21_7_2,N,4,0","D21_7_3,N,4,0","D21_8,N,4,0","D21_9,N,4,0","D21_10,N,4,0","D21_11,N,4,0","D21_12,N,4,0","D21_13,N,4,0","D21_14,N,4,0","D21_14_1,N,4,0","D21_15,N,4,0","D21_15_1,N,4,0","D21_15_2,N,4,0","D21_15_3,N,4,0","D21_15_4,N,4,0","D21_16,N,4,0","D21_16_1,N,4,0","D21_16_2,N,4,0","D21_16_3,N,4,0","D21_17,N,4,0","D21_18,N,4,0","D21_18_1,N,4,0","D21_19,N,4,0","D21_19_1,N,4,0","D23,N,4,0","D24,N,4,0","D25,N,4,0","D181,N,4,0","D184,N,4,0","D184_1,N,5,0","D229,N,4,0","D230,N,5,0","D231,N,4,0","D232,N,4,0","H155,N,4,0","H155_1,N,12,0","H156,N,4,0","H156_1,N,12,0","H158_1,N,4,0","H158_2,N,4,0","H159,N,4,0","H160,N,4,0","H160_1,N,12,0","H160_2,N,12,0","H161,N,4,0","H162,N,4,0","H163_1,N,12,0","H163_2,N,12,0","H164,N,12,0","H165,N,12,0","H166,N,12,0","H269,N,4,0","H269_1,N,12,0","H167_1,N,4,0","H167_2,N,4,0","H167_3,N,4,0","H167_4,N,4,0","H167_1_1,N,20,2","H167_1_2,N,20,2","H167_2_1,N,20,2","H167_2_2,N,20,2","H167_3_1,N,20,2","H167_3_2,N,20,2","H167_4_1,N,20,2","H167_4_2,N,20,2","H169,N,4,0","H170_1,N,12,0","H170_2,N,12,0","H271,N,4,0","H271_1,N,12,0","H171,N,4,0","H171_1,N,12,0","H171_2,N,12,0","H172,N,4,0","H172_1,N,12,0","H173,N,4,0","H173_1,N,12,0","H227,N,4,0","H252,N,4,0","H252_1,N,12,0","I174,N,12,0","I175,N,12,0","I228,N,3,0","I259,N,3,0","HT1,N,4,0","HT2,N,4,0","HT3,N,4,0","HT4,N,4,0","HT5,N,4,0","HT6,N,4,0","HT7,N,4,0","HT8,N,4,0","HT9,N,4,0","HT10,N,4,0","HT14,N,20,2","HT19,N,4,0","D21_20,N,4,0","D261,N,4,0","D21_15_5,N,4,0","D21_15_6,N,4,0","MES,N,3,0","DPTO,N,3,0","YHOG,N,12,0","HT13,N,12,0","HT11,N,12,0","YSVL,N,12,0","REGION_3,N,2,0","REGION_4,N,8,0","PESOANO,N,19,0","LI_06,N,8,2","LP_06,N,12,0","INDIGE06,N,8,2","POBRE06,N,8,2","PESOMEN,N,10,0","PESOTRI,N,10,0"
2016000001,2016,,,1,7,ARTIGAS,0,,0,20,Artigas y otras,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,11000,2,6,4,1,1,1,2,1,2,1,6,1,3,1,2,1,1,2,2,0,1,1,0,0,0,2,1,2,2,2,2,1,1,1,1,1,2,0,2,0,0,0,2,1,1,1,2,4,2,6,2,2,0,0,0,0,0,2,0,2,0,1,2,2,0,0,0,2,0,0,0,0,0,0,2,0,3,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,2,0,2,2,0,0,0,2,2,4,2,2,0,3,0,0,0,1,0,0,6,2,2,2,0,10,2,8782,11000,73822,62822,2,2,26,2806,37650,0,0,314,110
2016000007,2016,10,333,1,4,MONTEVIDEO,11,Malvin,7,10,Montevideo,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,30000,2,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0,1,1,2,1,0,0,0,2,2,1,2,2,2,1,2,1,2,0,1,1,1,1,2,2,1,1,1,2,0,2,0,2,2,2,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,3,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,2,0,2,2,0,0,0,2,2,1,1,0,0,2,0,0,0,0,0,0,2,2,1,2,0,12,1,0,30000,113552,83552,1,1,26,2988,21301,0,0,291,100
