"NUMERO,C,10","ANIO,C,4","SECC,C,2","SEGM,C,3","NPER,N,7,0","E557,N,3,0","E558,N,4,0","E26,N,4,0","E27,N,4,0","E29_1,N,4,0","E29_2,N,4,0","E29_3,N,4,0","E29_4,N,4,0","E29_5,N,4,0","E29_5_1,C,100","E29_6,N,4,0","E30,N,4,0","E31,N,4,0","E32,N,4,0","E33,N,4,0","E34,N,4,0","E35,N,4,0","E36,N,4,0","E37,N,4,0","E37_2,N,5,0","E38,N,4,0","E38_1,N,4,0","E39,N,4,0","E39_2,N,5,0","E45_1,N,4,0","E45_1_1,N,4,0","E45_1_1_1,N,4,0","E45_1_2,N,4,0","E45_1_2_1,C,100","E45_2,N,4,0","E45_2_1,N,4,0","E45_2_1_1,N,4,0","E45_2_2,N,4,0","E45_2_2_1,C,100","E45_3,N,4,0","E45_3_1,N,4,0","E45_3_1_1,N,4,0","E45_3_2,N,4,0","E45_3_2_1,C,100","E45_4,N,4,0","E45_4_1,N,4,0","E45_4_2,N,4,0","E45_4_3,N,4,0","E45_4_3_1,C,100","E45_5,N,4,0","E45_5_1,N,4,0","E45_5_1_1,C,100","E45_6,N,4,0","E45_7,N,4,0","E45_7_1,C,100","E46,N,4,0","E47,N,4,0","E47_1,N,4,0","E48,N,4,0","E49,N,4,0","E51_10,N,4,0","E51_11,N,4,0","E51_2,N,4,0","E51_3,N,4,0","E51_4,N,4,0","E51_5,N,4,0","E51_6,N,4,0","E51_7,N,4,0","E51_7_1,N,4,0","E51_8,N,4,0","E51_9,N,4,0","E559,N,4,0","E559_1,N,7,0","E559_2,N,7,0","E560,N,4,0","E560_1,N,4,0","E560_1_1,N,12,2","E560_2,N,4,0","E560_2_1,N,12,2","E561,N,4,0","E561_1,N,12,2","E59,N,4,0","E60,N,4,0","E61,N,4,0","E62,N,4,0","E64_1,N,4,0","E64_2,N,4,0","E64_3,N,4,0","E64_4,N,4,0","E64_5,N,4,0","E64_6,N,4,0","E64_7,N,4,0","E65,N,4,0","E185,N,4,0","E186_1,N,4,0","E186_2,N,4,0","E186_3,N,4,0","E186_4,N,4,0","E193,N,4,0","E194,N,4,0","E196,N,4,0","E196_1,N,4,0","E196_2,N,4,0","E196_3,N,4,0","E197,N,4,0","E197_1,N,4,0","E198,N,4,0","E199,N,4,0","E200,N,4,0","E200_1,N,4,0","E200_2,N,4,0","E200_3,N,4,0","E201,N,4,0","E201_1,N,4,0","E202_1,N,4,0","E202_2,N,4,0","E202_3,N,4,0","E202_4,N,4,0","E202_5,N,4,0","E202_6,N,4,0","E202_6_1,C,100","E202_7,N,4,0","E202_8,N,4,0","E209_1,N,7,0","E210_1,N,4,0","E210_2,N,4,0","E210_3,N,4,0","E211,N,4,0","E211_1,N,4,0","E211_2,N,4,0","E211_3,N,4,0","E562,N,3,0","E212,N,4,0","E212_1,N,4,0","E213,N,4,0","E214_1,N,7,0","E215,N,4,0","E215_1,N,4,0","E216,N,4,0","E217_1,N,7,0","E218,N,4,0","E218_1,N,4,0","E219,N,4,0","E220_1,N,7,0","E221,N,4,0","E221_1,N,4,0","E222,N,4,0","E223_1,N,7,0","E224,N,4,0","E224_1,N,4,0","E225,N,4,0","E226_1,N,7,0","E234_2,N,11,0","E235_1,C,100","E235_2,N,11,0","E236,N,4,0","ESTRED13,N,4,0","NOMDPTO,C,15","BARRIO,N,2,0","NOMBARRIO,C,25","CCZ,N,2,0","LOCAGR,C,3","NOM_LOCAGR,C,28","E236_2,N,11,0","E236_3,C,100","E236_4,N,11,0","E237,N,4,0","E238,N,4,0","E239,N,4,0","E240_1,N,4,0","E240_2,N,4,0","E241,N,4,0","E242,N,4,0","E242_1,C,100","E243_1,N,4,0","E243_2,N,4,0","E244,N,4,0","E245,N,4,0","E245_1,C,100","E246,N,4,0","E246_1,C,100","E247,N,4,0","F66,N,4,0","F67,N,4,0","F261,N,4,0","F68,N,4,0","F69,N,4,0","F70,N,4,0","F71_2,C,100","F72_2,C,100","F73,N,4,0","F74,N,4,0","F75,N,4,0","F76_2,C,100","F262,N,4,0","F263,N,4,1","F264,N,4,0","F264_1,C,100","F265,N,4,0","F265_1,C,100","F266,N,4,0","F267,N,4,0","F268,N,4,0","F77,N,4,0","F78,N,4,0","F79,N,4,0","F80,N,4,0","F80_1,C,100","F80_2,N,4,0","F81,N,4,0","F82,N,4,0","F83,N,4,0","F84,N,4,0","F85,N,4,0","F86,N,4,0","F87,N,4,0","F88_1,N,4,0","F88_2,N,4,0","F89,N,4,0","F90_2,C,100","F91_2,C,100","F92,N,4,0","F93,N,4,0","F94,N,4,0","F94_1,C,100","F94_2,N,4,0","F95,N,4,0","F96,N,4,0","F97,N,4,0","F98,N,4,0","F99,N,4,0","F100,N,4,0"
2016000001,2016,1,119,1,1,0,1,53,2,2,1,2,2,,3,1,0,0,1,2,4,0,1,0,1,0,0,0,2,0,0,0,,1,2,0,1,,2,0,0,0,,2,0,0,0,,2,0,,1,2,,2,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,ARTIGAS,0,,0,20,Artigas y otras,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,1,0,0,0,0,1,5414,8411,2,4,1,,0,0,0,,0,,1,1,1,5,1,4,1,,0,1,1,2,1,48,2,0,0,34,2,,,0,0,0,,0,0,0,0,0,2,0
